"edge_changes$gained"
"S100A8_UBXN4"
"MPC2_S100A8"
"RWDD1_S100A8"
"S100A8_VKORC1"
"MRPL21_S100A8"
"IL10RB_S100A8"
"S100A8_TGOLN2"
"HADHB_S100A8"
"ETHE1_S100A8"
"S100A8_SNRPD3"
"S100A8_TMEM205"
"DNTTIP1_S100A8"
"S100A4_S100A8"
"ADIPOR1_S100A8"
"MBNL1_S100A8"
"MTPN_S100A8"
"HNRNPU_S100A8"
"MDH1_S100A8"
"S100A8_XRCC5"
"COX7B_S100A8"
"PPM1G_S100A8"
"IL17RA_S100A8"
"NDUFB3_S100A8"
"KRT10_S100A8"
"S100A8_XRN2"
"BLOC1S2_S100A8"
"S100A8_VDAC3"
"CTNNBL1_S100A8"
"FES_S100A8"
"CCDC115_S100A8"
"MRPS7_S100A8"
"HTATIP2_S100A8"
"DAP3_S100A8"
"RASSF5_S100A8"
"ABTB1_S100A8"
"FDX1_S100A8"
"S100A8_SNRPG"
"CCT7_S100A8"
"S100A8_SEC62"
"PRRC2C_S100A8"
"C12orf57_S100A8"
"RCSD1_S100A8"
"S100A8_SNX6"
"PDCD2_S100A8"
"IFI16_S100A8"
"EIF3A_S100A8"
"S100A8_TPP1"
"S100A8_SAMSN1"
"S100A8_YIF1A"
"PFKL_S100A8"
"ARHGAP9_S100A8"
"CX3CR1_S100A8"
"KXD1_S100A8"
"FTL_S100A8"
"HSPA1A_S100A8"
"S100A8_TAX1BP3"
"S100A8_UBE2N"
"DDAH2_S100A8"
"DEDD2_S100A8"
"KLF3_S100A8"
"MARCO_S100A8"
"EIF1AY_S100A8"
"ARRDC1_S100A8"
"ARL6IP1_S100A8"
"EMR2_S100A8"
"NSFL1C_S100A8"
"S100A8_TMEM134"
"RNF126_S100A8"
"ARL4C_S100A8"
"S100A8_THOC6"
"DIAPH1_S100A8"
"CERS2_S100A8"
"S100A8_SARS"
"S100A8_SAMD9L"
"S100A8_VAMP3"
"S100A8_SEPT6"
"S100A8_SNAP29"
"S100A8_SYTL1"
"P2RX1_S100A8"
"S100A8_ZCRB1"
"MCTS1_S100A8"
"ASGR2_S100A8"
"EPN1_S100A8"
"MGST1_S100A8"
"S100A8_SNRPB2"
"LINC00877_S100A8"
"LUC7L3_S100A8"
"S100A8_SLC2A6"
"S100A8_YIPF4"
"S100A8_SNX20"
"PTP4A3_S100A8"
"MIIP_S100A8"
"RUNX3_S100A8"
"RPA3_S100A8"
"ARPC5L_S100A8"
"CKS1B_S100A8"
"INTS10_S100A8"
"ALDH3B1_S100A8"
"HSH2D_S100A8"
"CYFIP2_S100A8"
"RAB4B_S100A8"
"S100A8_TCF7L2"
"PRPF6_S100A8"
"S100A8_SNX18"
"AATF_S100A8"
"S100A8_UBN1"
"RP11-349A22.5_S100A8"
"PPP2R3C_S100A8"
"CCL3_S100A9"
"MT-CO2_S100A9"
"APOBEC3A_S100A9"
"CFD_S100A9"
"ID2_S100A9"
"MT2A_S100A9"
"CRIP1_S100A9"
"S100A10_S100A9"
"LINC00936_S100A9"
"S100A9_SERPINB1"
"EEF1B2_S100A9"
"PPIA_S100A9"
"NDUFA13_S100A9"
"C10orf54_S100A9"
"CD63_S100A9"
"CDA_S100A9"
"S100A9_SRP14"
"ERP29_S100A9"
"IL8_S100A9"
"PPDPF_S100A9"
"CD37_S100A9"
"S100A9_UBL5"
"IGSF6_S100A9"
"S100A9_SUPT4H1"
"PGLS_S100A9"
"CPVL_S100A9"
"DUSP1_S100A9"
"PARK7_S100A9"
"PPP1R15A_S100A9"
"S100A9_TYMP"
"CALM3_S100A9"
"LDHB_S100A9"
"MT-CYB_S100A9"
"IL1B_S100A9"
"S100A9_SMDT1"
"IGBP1_S100A9"
"ATP5G2_S100A9"
"S100A9_SELL"
"GNAS_S100A9"
"GCA_S100A9"
"ATP5EP2_S100A9"
"S100A9_SCAND1"
"S100A9_SRSF9"
"CIB1_S100A9"
"NHP2L1_S100A9"
"HSBP1_S100A9"
"DHRS7_S100A9"
"HNRNPA0_S100A9"
"PSMB7_S100A9"
"S100A9_TGFBI"
"C5AR1_S100A9"
"CTSZ_S100A9"
"S100A11_S100A9"
"ODF3B_S100A9"
"C4orf3_S100A9"
"ATF4_S100A9"
"ENSA_S100A9"
"H2AFV_S100A9"
"ALKBH7_S100A9"
"NOSIP_S100A9"
"MYO1G_S100A9"
"RNASE6_S100A9"
"CPPED1_S100A9"
"S100A9_ZYX"
"S100A9_TNFRSF1B"
"NDUFS8_S100A9"
"S100A9_SQSTM1"
"IRF1_S100A9"
"HLA-F_S100A9"
"EPSTI1_S100A9"
"PSMB2_S100A9"
"CALR_S100A9"
"S100A9_VDAC2"
"CD33_S100A9"
"NDUFB1_S100A9"
"MT-CO3_S100A9"
"S100A9_TLN1"
"HERPUD1_S100A9"
"BSG_S100A9"
"KHDRBS1_S100A9"
"APEX1_S100A9"
"S100A9_TMEM14B"
"GRINA_S100A9"
"RANBP1_S100A9"
"S100A9_SNRPD1"
"ADI1_S100A9"
"S100A9_SSBP1"
"PPCS_S100A9"
"DUSP6_S100A9"
"S100A9_SPAG7"
"NHP2_S100A9"
"PA2G4_S100A9"
"S100A9_SHISA5"
"MRFAP1_S100A9"
"S100A9_SMAP2"
"CECR1_S100A9"
"EIF4H_S100A9"
"S100A9_TXN2"
"NDUFS3_S100A9"
"RAD23A_S100A9"
"PPP1R2_S100A9"
"S100A9_TNFRSF1A"
"S100A9_SUCLG1"
"ATP6V1E1_S100A9"
"MPC2_S100A9"
"ETHE1_S100A9"
"PRKAR1A_S100A9"
"S100A9_SNRPD3"
"S100A4_S100A9"
"ADIPOR1_S100A9"
"HNRNPU_S100A9"
"MRPS34_S100A9"
"S100A9_XRCC5"
"ISG20_S100A9"
"CTNNBL1_S100A9"
"DAP3_S100A9"
"RASSF5_S100A9"
"ABTB1_S100A9"
"S100A9_SNRPG"
"S100A9_SZRD1"
"LILRB4_S100A9"
"S100A9_UBE2B"
"S100A9_UBE2A"
"DNAJB1_S100A9"
"PPP2R1A_S100A9"
"PFKL_S100A9"
"S100A9_SRP72"
"S100A9_UBE2N"
"MAGOH_S100A9"
"MPHOSPH8_S100A9"
"GRAP2_S100A9"
"DEDD2_S100A9"
"AIP_S100A9"
"S100A9_TLE4"
"KLF3_S100A9"
"S100A9_TMEM134"
"S100A9_WBSCR22"
"APOA1BP_S100A9"
"ARL4C_S100A9"
"CLEC10A_S100A9"
"S100A9_SAMM50"
"S100A9_SNAP29"
"RP3-395M20.12_S100A9"
"S100A9_SEC14L1"
"S100A9_SYTL1"
"P2RX1_S100A9"
"CNOT1_S100A9"
"LFNG_S100A9"
"MCTS1_S100A9"
"CEBPA_S100A9"
"ARF3_S100A9"
"CD3D_S100A9"
"LINC00877_S100A9"
"S100A9_SNX20"
"ARHGAP25_S100A9"
"DNPH1_S100A9"
"PTP4A3_S100A9"
"RUNX3_S100A9"
"RPA3_S100A9"
"CKS1B_S100A9"
"FUCA1_S100A9"
"ABI1_S100A9"
"RAB4B_S100A9"
"LMNA_S100A9"
"GTF2B_S100A9"
"NKTR_S100A9"
"PPP2R3C_S100A9"
"ATG13_S100A9"
"FCN1_HLA-DPA1"
"CCL3_HLA-DPA1"
"HLA-DPA1_MS4A6A"
"APOBEC3A_HLA-DPA1"
"HLA-DPA1_NAP1L1"
"ATP5L_HLA-DPA1"
"ASAH1_HLA-DPA1"
"CSTB_HLA-DPA1"
"HLA-DPA1_HLA-E"
"GPX4_HLA-DPA1"
"HLA-DPA1_SERPINB1"
"HLA-DPA1_SRGN"
"CIRBP_HLA-DPA1"
"C10orf54_HLA-DPA1"
"EEF2_HLA-DPA1"
"HLA-DPA1_LAPTM5"
"HLA-DPA1_IL8"
"HLA-DPA1_NOP10"
"CALM1_HLA-DPA1"
"FPR1_HLA-DPA1"
"HLA-DPA1_LY86"
"HLA-DPA1_MT-ND5"
"HLA-DPA1_NDUFS7"
"HLA-DPA1_IGSF6"
"AIF1_HLA-DPA1"
"COMMD6_HLA-DPA1"
"HLA-DPA1_KLF2"
"GTF3A_HLA-DPA1"
"HLA-DPA1_MS4A7"
"ACTG1_HLA-DPA1"
"HLA-DPA1_PARK7"
"CALM3_HLA-DPA1"
"HLA-DPA1_TMEM219"
"HLA-DPA1_RNF130"
"HLA-DPA1_PRDX6"
"HLA-DPA1_NDUFB11"
"HLA-DPA1_HSD17B11"
"HLA-DPA1_LDHB"
"HCLS1_HLA-DPA1"
"HLA-A_HLA-DPA1"
"HLA-DPA1_JTB"
"HLA-DPA1_MRPL23"
"HLA-DPA1_U2AF1"
"AGTRAP_HLA-DPA1"
"HLA-DPA1_HMGN1"
"HLA-DPA1_RHOB"
"ATP5E_HLA-DPA1"
"CD97_HLA-DPA1"
"HLA-DPA1_IGBP1"
"HLA-DPA1_RILPL2"
"HLA-DPA1_SSU72"
"GNAS_HLA-DPA1"
"GCA_HLA-DPA1"
"HLA-DPA1_RTN4"
"HLA-DPA1_HN1"
"ALDH2_HLA-DPA1"
"EFHD2_HLA-DPA1"
"HLA-DPA1_SCAND1"
"EIF3M_HLA-DPA1"
"CIB1_HLA-DPA1"
"HLA-DPA1_MORF4L1"
"FOLR3_HLA-DPA1"
"APLP2_HLA-DPA1"
"HLA-DPA1_HSBP1"
"EIF4E2_HLA-DPA1"
"DHRS7_HLA-DPA1"
"HLA-DPA1_PTGES3"
"HLA-DPA1_UQCRQ"
"HLA-DPA1_IFNGR2"
"C19orf38_HLA-DPA1"
"HLA-DPA1_RAP1B"
"HLA-DPA1_POLE4"
"DAD1_HLA-DPA1"
"C20orf27_HLA-DPA1"
"HLA-DPA1_PLBD1"
"EIF3E_HLA-DPA1"
"HLA-DPA1_SKP1"
"C5AR1_HLA-DPA1"
"CTSZ_HLA-DPA1"
"ANAPC16_HLA-DPA1"
"HLA-DPA1_S100A11"
"HLA-DPA1_ODF3B"
"HLA-DPA1_TRMT112"
"HLA-DPA1_IDH3G"
"HLA-DPA1_SRSF2"
"FCGR2A_HLA-DPA1"
"HLA-DPA1_SERBP1"
"HLA-DPA1_VCAN"
"HLA-DPA1_SELK"
"HLA-DPA1_IFI44L"
"FAM96B_HLA-DPA1"
"HLA-DPA1_MRPL20"
"C4orf3_HLA-DPA1"
"ATF4_HLA-DPA1"
"HLA-DPA1_RAB8A"
"ENSA_HLA-DPA1"
"H2AFV_HLA-DPA1"
"HLA-DPA1_RBM8A"
"DNAJA1_HLA-DPA1"
"HLA-DPA1_SNRPB"
"HLA-DPA1_NOSIP"
"HLA-DPA1_TOMM22"
"GADD45GIP1_HLA-DPA1"
"CD55_HLA-DPA1"
"HLA-DPA1_POLR2J"
"HLA-DPA1_PGD"
"ERGIC3_HLA-DPA1"
"CSK_HLA-DPA1"
"ATPIF1_HLA-DPA1"
"HLA-DPA1_RNF7"
"HLA-DPA1_PSMD8"
"HLA-DPA1_SELT"
"HLA-DPA1_TNFRSF1B"
"HLA-DPA1_RSL1D1"
"HLA-DPA1_TAPBP"
"HLA-DPA1_LSMD1"
"HLA-DPA1_ZFAND5"
"HLA-DPA1_THEMIS2"
"HLA-DPA1_HNRNPF"
"C1QBP_HLA-DPA1"
"HLA-DPA1_NDFIP1"
"ATP6AP2_HLA-DPA1"
"HLA-DPA1_TMEM230"
"HLA-DPA1_SYNGR2"
"C14orf2_HLA-DPA1"
"HLA-DPA1_PDIA3"
"HLA-DPA1_LYL1"
"HLA-DPA1_IRF1"
"HLA-DPA1_NDUFB4"
"HLA-DPA1_TXN"
"HLA-DPA1_LSM10"
"HLA-DPA1_MAP1LC3B"
"ERP44_HLA-DPA1"
"EPSTI1_HLA-DPA1"
"HLA-DPA1_PSMG2"
"HLA-DPA1_PSMB2"
"HLA-DPA1_VDAC2"
"FOS_HLA-DPA1"
"ENY2_HLA-DPA1"
"HLA-DPA1_SPINT2"
"HLA-DPA1_VAPA"
"HLA-DPA1_TMEM147"
"HLA-DPA1_SCP2"
"HLA-DPA1_MEAF6"
"HLA-DPA1_TYROBP"
"HLA-DPA1_VIMP"
"HLA-DPA1_TMEM179B"
"HLA-DPA1_TLN1"
"HLA-DPA1_IDH2"
"HLA-DPA1_NFKBIZ"
"HLA-DPA1_RBMX"
"CHMP5_HLA-DPA1"
"HLA-DPA1_RARRES3"
"HERPUD1_HLA-DPA1"
"HLA-DPA1_IRF7"
"BSG_HLA-DPA1"
"HLA-DPA1_NR4A1"
"HLA-DPA1_LRPAP1"
"HLA-DPA1_SMS"
"APEX1_HLA-DPA1"
"HLA-DPA1_NDUFV2"
"HLA-DPA1_NAA10"
"HLA-DPA1_SHKBP1"
"HLA-DPA1_TMEM14B"
"HLA-DPA1_M6PR"
"HLA-DPA1_SERF2"
"HLA-DPA1_PDIA6"
"EIF2S2_HLA-DPA1"
"FBL_HLA-DPA1"
"HLA-DPA1_NUDT16"
"GRINA_HLA-DPA1"
"EMC7_HLA-DPA1"
"CAST_HLA-DPA1"
"HLA-DPA1_PHPT1"
"HLA-DPA1_TESC"
"HLA-DPA1_PSMA2.1"
"DUSP6_HLA-DPA1"
"HLA-DPA1_SPAG7"
"HLA-DPA1_PRAM1"
"HLA-DPA1_RNPS1"
"HLA-DPA1_SHISA5"
"ANP32A_HLA-DPA1"
"CCNL1_HLA-DPA1"
"HLA-DPA1_RAB10"
"HLA-DPA1_PSMA1"
"ATP1B3_HLA-DPA1"
"HLA-DPA1_NDUFAB1"
"AOAH_HLA-DPA1"
"CECR1_HLA-DPA1"
"C7orf50_HLA-DPA1"
"EIF4H_HLA-DPA1"
"HLA-DPA1_NDUFS3"
"HLA-DPA1_TRA2B"
"CD302_HLA-DPA1"
"ARHGEF1_HLA-DPA1"
"HLA-DPA1_HMGN3"
"HLA-DPA1_MGST3"
"CLEC7A_HLA-DPA1"
"HLA-DPA1_PHB2"
"CCNDBP1_HLA-DPA1"
"HLA-DPA1_SRRM2"
"HLA-DPA1_TNFRSF1A"
"HLA-DPA1_SUCLG1"
"BTG2_HLA-DPA1"
"HLA-DPA1_LAMP1"
"HLA-DPA1_SEP15"
"HLA-DPA1_S1PR4"
"HLA-DPA1_UBXN4"
"HLA-DPA1_TMEM160"
"HLA-DPA1_RWDD1"
"HLA-DPA1_MRPL21"
"HADHB_HLA-DPA1"
"HLA-DPA1_SON"
"HLA-DPA1_RNF166"
"HLA-DPA1_KIF5B"
"HLA-DPA1_SNRPD3"
"ADIPOR1_HLA-DPA1"
"HLA-DPA1_HNRNPU"
"HLA-DPA1_MDH1"
"HLA-DPA1_TNFRSF14"
"CYBA_HLA-DPA1"
"HLA-DPA1_PPM1G"
"HLA-DPA1_SRA1"
"HLA-DPA1_NDUFB3"
"HLA-DPA1_NDUFA7.1"
"HLA-DPA1_NUDC"
"HHEX_HLA-DPA1"
"HLA-DPA1_ZNRD1"
"HLA-DPA1_SPCS2"
"HLA-DPA1_MIEN1"
"HLA-DPA1_TPP1"
"EMC10_HLA-DPA1"
"ARHGAP30_HLA-DPA1"
"HLA-DPA1_SIGLEC10"
"HLA-DPA1_TIMMDC1"
"HLA-DPA1_YIF1A"
"APOBEC3G_HLA-DPA1"
"CUEDC2_HLA-DPA1"
"HLA-DPA1_KXD1"
"HLA-DPA1_MTSS1"
"HLA-DPA1_WIPF1"
"HLA-DPA1_UBE2N"
"EIF1_HLA-DPA1"
"HLA-DPA1_SH3BP1"
"CTSL_HLA-DPA1"
"COMMD3_HLA-DPA1"
"EMR2_HLA-DPA1"
"HLA-DPA1_MALAT1"
"CACYBP_HLA-DPA1"
"ANXA4_HLA-DPA1"
"HLA-DPA1_INSIG1"
"HLA-DPA1_SARS"
"EMG1_HLA-DPA1"
"HLA-DPA1_SEPT6"
"HLA-DPA1_SNAP29"
"FAM49A_HLA-DPA1"
"FRAT2_HLA-DPA1"
"HLA-DPA1_ZCRB1"
"HLA-DPA1_LFNG"
"GCH1_HLA-DPA1"
"HLA-DPA1_MRPL15"
"HLA-DPA1_RAD23B"
"CKB_HLA-DPA1"
"HLA-DPA1_MRPL4"
"HLA-DPA1_ZDHHC12"
"B2M_HLA-DPA1"
"HLA-DPA1_RUNX3"
"AKAP9_HLA-DPA1"
"GTF2F1_HLA-DPA1"
"HLA-DPA1_SMAP1"
"HLA-DPA1_RCBTB2"
"HLA-DPA1_PLD4"
"HLA-DPA1_TAF11"
"HLA-DPA1_HSH2D"
"EI24_HLA-DPA1"
"HLA-DPA1_RGS1"
"HLA-DPA1_TCF7L2"
"HLA-DPA1_LYAR"
"HLA-DPA1_KRAS"
"HLA-DPB1_NFKBIA"
"HLA-DPB1_MS4A6A"
"HLA-DPB1_ZFP36"
"APOBEC3A_HLA-DPB1"
"HLA-DPB1_ITM2B"
"HLA-DPB1_RGS2"
"HLA-DPB1_NPC2"
"GUK1_HLA-DPB1"
"CD63_HLA-DPB1"
"EEF2_HLA-DPB1"
"CD99_HLA-DPB1"
"HLA-DPB1_MCL1"
"CTSS_HLA-DPB1"
"HLA-DPB1_IL8"
"HLA-DPB1_LY86"
"CAPG_HLA-DPB1"
"CTSB_HLA-DPB1"
"CLIC1_HLA-DPB1"
"DRAP1_HLA-DPB1"
"HLA-DPB1_IGSF6"
"HLA-DPB1_NUP214"
"HLA-DPB1_TRAPPC1"
"AIF1_HLA-DPB1"
"HLA-DPB1_TNFSF10"
"HLA-DPB1_SUMO2"
"COMMD6_HLA-DPB1"
"HLA-DPB1_PGK1"
"HLA-DPB1_UBE2L6"
"COX7A2L_HLA-DPB1"
"CALM3_HLA-DPB1"
"HLA-DPB1_ZNF706"
"HLA-DPB1_SOD2"
"HLA-DPB1_PRDX6"
"HLA-DPB1_NDUFB11"
"GNG5_HLA-DPB1"
"HLA-DPB1_MT-ND4"
"HLA-DPB1_HSD17B11"
"HLA-DPB1_MT-CYB"
"GIMAP7_HLA-DPB1"
"HLA-DPB1_LST1"
"HLA-DPB1_OSTF1"
"HLA-DPB1_NDUFB2"
"HLA-A_HLA-DPB1"
"HLA-DPB1_JTB"
"HLA-DPB1_SMDT1"
"GABARAPL2_HLA-DPB1"
"ATP5E_HLA-DPB1"
"ARPC2_HLA-DPB1"
"CD97_HLA-DPB1"
"HLA-DPB1_IGBP1"
"FLNA_HLA-DPB1"
"HLA-DPB1_UFC1"
"HLA-DPB1_NDUFS5"
"HLA-DPB1_RAN"
"GNAS_HLA-DPB1"
"FKBP8_HLA-DPB1"
"GCA_HLA-DPB1"
"HLA-DPB1_RTN4"
"HLA-DPB1_HN1"
"HLA-DPB1_SYF2"
"HLA-DPB1_PSMB10"
"ALDH2_HLA-DPB1"
"EFHD2_HLA-DPB1"
"HLA-DPB1_SCAND1"
"HLA-DPB1_SRSF9"
"HLA-DPB1_LGALS9"
"HLA-DPB1_LAMTOR5"
"CIB1_HLA-DPB1"
"HLA-DPB1_MORF4L1"
"FOLR3_HLA-DPB1"
"HLA-DPB1_SDCBP"
"HLA-DPB1_SEPT9"
"EIF4E2_HLA-DPB1"
"DHRS7_HLA-DPB1"
"HLA-DPB1_UQCRQ"
"HLA-DPB1_UXT"
"HLA-DPB1_METTL9"
"C19orf38_HLA-DPB1"
"HLA-DPB1_RAP1B"
"HLA-DPB1_TGFBI"
"HLA-DPB1_POLE4"
"HLA-DPB1_JUND"
"C20orf27_HLA-DPB1"
"HLA-DPB1_UBE2I"
"HLA-DPB1_PLBD1"
"HLA-DPB1_SERPINB6"
"HLA-DPB1_HNRNPC"
"HLA-DPB1_SKP1"
"HLA-DPB1_RAB5C"
"GLIPR2_HLA-DPB1"
"ANAPC11_HLA-DPB1"
"ARHGDIA_HLA-DPB1"
"ATP5J_HLA-DPB1"
"HLA-DPB1_MDH2"
"HLA-DPB1_S100A11"
"HLA-DPB1_SNF8"
"HLA-DPB1_IDH3G"
"BIN2_HLA-DPB1"
"HLA-DPB1_SELK"
"HLA-DPB1_IFI44L"
"FAM96B_HLA-DPB1"
"CYBB_HLA-DPB1"
"HLA-DPB1_YWHAH"
"C4orf3_HLA-DPB1"
"HLA-DPB1_RAB8A"
"ENSA_HLA-DPB1"
"HLA-DPB1_OAZ2"
"HLA-DPB1_IFITM1"
"HLA-DPB1_UBE2D2"
"CKLF_HLA-DPB1"
"ALKBH7_HLA-DPB1"
"BST1_HLA-DPB1"
"GADD45GIP1_HLA-DPB1"
"C1orf43_HLA-DPB1"
"HLA-DPB1_POLR2J"
"HLA-DPB1_PGD"
"ERGIC3_HLA-DPB1"
"CDKN2D_HLA-DPB1"
"CSK_HLA-DPB1"
"HLA-DPB1_MZT2B"
"HLA-DPB1_PSMD8"
"HLA-DPB1_SELT"
"FMNL1_HLA-DPB1"
"CPPED1_HLA-DPB1"
"HLA-DPB1_TMEM123"
"HLA-DPB1_MYADM"
"HLA-DPB1_TNFRSF1B"
"HLA-DPB1_RSL1D1"
"EIF4EBP1_HLA-DPB1"
"HLA-DPB1_TAPBP"
"BANF1_HLA-DPB1"
"GRB2_HLA-DPB1"
"HLA-DPB1_SQSTM1"
"H2AFJ_HLA-DPB1"
"HLA-DPB1_SRI"
"C11orf58_HLA-DPB1"
"HLA-DPB1_HNRNPF"
"C1QBP_HLA-DPB1"
"HLA-DPB1_MTDH"
"HLA-DPB1_STUB1"
"HLA-DPB1_SYNGR2"
"HLA-DPB1_PDIA3"
"COMT_HLA-DPB1"
"CXCR4_HLA-DPB1"
"HLA-DPB1_NDUFB4"
"HLA-DPB1_LSM10"
"HLA-DPB1_SUMO3"
"HLA-DPB1_LTA4H"
"FERMT3_HLA-DPB1"
"FIBP_HLA-DPB1"
"EPSTI1_HLA-DPB1"
"HLA-DPB1_MINOS1"
"HLA-DPB1_PSMG2"
"HLA-DPB1_PSMB2"
"BAG1_HLA-DPB1"
"GNB2L1_HLA-DPB1"
"HLA-DPB1_VDAC2"
"ENY2_HLA-DPB1"
"HLA-DPB1_SPINT2"
"HLA-DPB1_VAPA"
"HLA-DPB1_TMEM147"
"HLA-DPB1_MEAF6"
"HLA-DPB1_SHFM1"
"C9orf142_HLA-DPB1"
"HLA-DPB1_SH3BGRL3"
"HLA-DPB1_VIMP"
"HLA-DPB1_MOB1A"
"HLA-DPB1_LSM7"
"HLA-DPB1_VMP1"
"HLA-DPB1_OXA1L"
"CAPNS1_HLA-DPB1"
"HLA-DPB1_NDUFAF3"
"HLA-DPB1_IDH2"
"HLA-DPB1_LYSMD2"
"HLA-DPB1_LSM4"
"HLA-DPB1_RARRES3"
"HERPUD1_HLA-DPB1"
"HLA-DPB1_HNRNPM"
"HLA-DPB1_VDAC1"
"HLA-DPB1_SSNA1"
"HLA-DPB1_KHDRBS1"
"HLA-DPB1_LRPAP1"
"HLA-DPB1_HSD17B10"
"HLA-DPB1_NDUFV2"
"HLA-DPB1_NAA10"
"HLA-DPB1_SHKBP1"
"HLA-DPB1_TMEM14B"
"CDC37_HLA-DPB1"
"HLA-DPB1_PDIA6"
"HLA-DPB1_PTPN18"
"EIF2S2_HLA-DPB1"
"HLA-DPB1_NUDT16"
"HLA-DPB1_SELPLG"
"CCDC12_HLA-DPB1"
"HLA-DPB1_TWF2"
"HLA-DPB1_NCL"
"HLA-DPB1_RANBP1"
"HLA-DPB1_SNRPC"
"HLA-DPB1_PSMA2.1"
"HLA-DPB1_HSP90B1"
"HLA-DPB1_SPAG7"
"HLA-DPB1_PRAM1"
"HLA-DPB1_PFDN2"
"HLA-DPB1_MAPKAPK3"
"HLA-DPB1_PA2G4"
"HLA-DPB1_SHISA5"
"HLA-DPB1_PSMD9"
"CAT_HLA-DPB1"
"ANP32A_HLA-DPB1"
"CCNL1_HLA-DPB1"
"HLA-DPB1_KDELR2"
"HLA-DPB1_RASGRP2"
"HLA-DPB1_PSMA1"
"ATP1B3_HLA-DPB1"
"HLA-DPB1_SRSF11"
"AOAH_HLA-DPB1"
"CECR1_HLA-DPB1"
"HLA-DPB1_YWHAE"
"EIF4H_HLA-DPB1"
"HLA-DPB1_PSMC5"
"DRAM2_HLA-DPB1"
"HLA-DPB1_NDUFS3"
"HLA-DPB1_MRP63"
"HLA-DPB1_TRA2B"
"ARHGEF1_HLA-DPB1"
"HLA-DPB1_HMGN3"
"HLA-DPB1_MGST3"
"HLA-DPB1_LSM6"
"HLA-DPB1_POMP"
"HLA-DPB1_SIGIRR"
"HLA-DPB1_SFT2D1"
"HLA-DPB1_TNFRSF1A"
"HLA-DPB1_SUCLG1"
"COX6A1P2_HLA-DPB1"
"HLA-DPB1_SEP15"
"HLA-DPB1_MPC2"
"HLA-DPB1_NCOR1"
"HLA-DPB1_MRPL21"
"HLA-DPB1_NDUFA12"
"HLA-DPB1_MRPL27"
"ETHE1_HLA-DPB1"
"HLA-DPB1_TBCA"
"HLA-DPB1_RNF166"
"HLA-DPB1_MYD88"
"HLA-DPB1_PFN1"
"HLA-DPB1_SNRPD3"
"ACAA1_HLA-DPB1"
"CBR1_HLA-DPB1"
"HES4_HLA-DPB1"
"HLA-DPB1_HNRNPU"
"CYBA_HLA-DPB1"
"C17orf62_HLA-DPB1"
"HLA-DPB1_XRCC5"
"EZR_HLA-DPB1"
"HLA-DPB1_MRPL18"
"FAM110A_HLA-DPB1"
"HLA-DPB1_TAF12"
"HLA-DPB1_SRA1"
"HLA-DPB1_NDUFA7.1"
"HLA-DPB1_MGAT1"
"HEXA_HLA-DPB1"
"HLA-DPB1_SLIRP"
"HLA-DPB1_SDF2L1"
"HLA-DPB1_PDCD5"
"HLA-DPB1_NUDT22"
"DUSP2_HLA-DPB1"
"FTH1_HLA-DPB1"
"HLA-DPB1_KXD1"
"HLA-DPB1_VTI1B"
"CCT4_HLA-DPB1"
"DDIT4_HLA-DPB1"
"HLA-DPB1_MED29"
"HLA-DPB1_TAP1"
"GTF2A2_HLA-DPB1"
"HLA-DPB1_NR1H2"
