"edge_changes$lost"
"S100A8_TMED2"
"EIF5_S100A8"
"S100A8_SIVA1"
"S100A8_TUBB"
"MPP1_S100A8"
"CDC37_S100A8"
"HNRNPA3_S100A8"
"C1QBP_S100A8"
"RNASEH2C_S100A8"
"S100A8_SYNGR2"
"EIF4G2_S100A8"
"ARL4A_S100A8"
"ACAA1_S100A8"
"CCDC109B_S100A8"
"EIF1B_S100A8"
"CHMP5_S100A8"
"PYURF_S100A8"
"MYEOV2_S100A8"
"S100A8_TRA2B"
"NUTF2_S100A8"
"MZT2B_S100A8"
"PSMA2.1_S100A8"
"S100A8_TXNDC17"
"PSMA5_S100A8"
"PSMA1_S100A8"
"GADD45B_S100A8"
"GNB2L1_S100A8"
"MPG_S100A8"
"ARPC1A_S100A8"
"MYH9_S100A8"
"FCGR1A_S100A8"
"CORO1B_S100A8"
"S100A8_UBE2F"
"S100A8_ZMAT2"
"HADHA_S100A8"
"CFLAR_S100A8"
"PPP1R7_S100A8"
"NMI_S100A8"
"ADAR_S100A8"
"PSMD7_S100A8"
"S100A8_YBX3"
"NOL7_S100A8"
"DNAJC8_S100A8"
"FUS_S100A8"
"MTHFS_S100A8"
"GIMAP2_S100A8"
"S100A8_TRAPPC2L"
"PFDN5_S100A8"
"CBR1_S100A8"
"RAB24_S100A8"
"DECR1_S100A8"
"PLEKHO1_S100A8"
"C1orf86_S100A8"
"NUDC_S100A8"
"NSA2_S100A8"
"EIF2S3_S100A8"
"S100A8_TMEM160"
"S100A8_XBP1"
"MRPL11_S100A8"
"EMC7_S100A8"
"S100A8_TLN1"
"ETFB_S100A8"
"CARS2_S100A8"
"S100A8_TNFAIP2"
"MRP63_S100A8"
"S100A8_SLC16A3"
"PHB2_S100A8"
"RNPEP_S100A8"
"HMHA1_S100A8"
"CLNS1A_S100A8"
"ILF2_S100A8"
"BAG1_S100A8"
"S100A8_SF1"
"PRDX3_S100A8"
"S100A8_TCIRG1"
"PRMT2_S100A8"
"C16orf13_S100A8"
"EMC4_S100A8"
"CCDC69_S100A8"
"RPN1_S100A8"
"KARS_S100A8"
"MRPL52_S100A8"
"PHF5A_S100A8"
"HAX1_S100A8"
"EVI2A_S100A8"
"NDUFA7.1_S100A8"
"NAMPT_S100A8"
"S100A8_UBE2B"
"AES_S100A8"
"CCT3_S100A8"
"MRPS21_S100A8"
"MRPS15_S100A8"
"IFIT3_S100A8"
"MAP2K3_S100A8"
"CCT8_S100A8"
"RTN3_S100A8"
"S100A8_TRAPPC6A"
"MIEN1_S100A8"
"S100A8_TAPSAR1"
"NDUFS2_S100A8"
"DHRS4L2_S100A8"
"S100A8_UBE2J1"
"FKBP2_S100A8"
"EIF5A_S100A8"
"S100A8_SH3GLB1"
"MTMR14_S100A8"
"PMVK_S100A8"
"PNKD_S100A8"
"S100A8_SEPW1"
"DDOST_S100A8"
"S100A8_SRRM2"
"POLR2E_S100A8"
"FAM32A_S100A8"
"MRPS18B_S100A8"
"LEPROT_S100A8"
"S100A8_UQCRB"
"S100A8_SPINT2"
"S100A8_SON"
"CYTH4_S100A8"
"POMP_S100A8"
"IK_S100A8"
"AIP_S100A8"
"PIN1_S100A8"
"H3F3B_S100A8"
"CDK2AP2_S100A8"
"LIMS1_S100A8"
"FBP1_S100A8"
"PSMC3_S100A8"
"ALOX5_S100A8"
"PSENEN_S100A8"
"GRK6_S100A8"
"IRF8_S100A8"
"COPS5_S100A8"
"RETN_S100A8"
"COPZ1_S100A8"
"LYPLA1_S100A8"
"CBX3_S100A8"
"CUX1_S100A8"
"NDUFA6_S100A8"
"S100A8_SNX5"
"PKN1_S100A8"
"FNBP1_S100A8"
"CD300LF_S100A8"
"PAPOLA_S100A8"
"S100A8_TMED10"
"ANXA4_S100A8"
"S100A8_TBC1D10C"
"S100A8_SF3B2"
"ADRM1_S100A8"
"AGPAT2_S100A8"
"RHEB_S100A8"
"FBL_S100A8"
"PUF60_S100A8"
"GNB1_S100A8"
"OTUB1_S100A8"
"S100A8_ZC3H15"
"S100A8_SCNM1"
"PSMC4_S100A8"
"RP11-347P5.1_S100A8"
"FBXW5_S100A8"
"CD300C_S100A8"
"NRG1_S100A8"
"RPN2_S100A8"
"MAF1_S100A8"
"MRPL28_S100A8"
"PCNP_S100A8"
"PPP1R2_S100A8"
"NT5C_S100A8"
"APBB1IP_S100A8"
"PRKCB_S100A8"
"ODC1_S100A8"
"FUNDC2_S100A8"
"FLYWCH2_S100A8"
"LASP1_S100A8"
"ATP2B1_S100A8"
"GTF3C6_S100A8"
"LCP2_S100A8"
"PFDN1_S100A8"
"RNF13_S100A8"
"S100A8_WHSC1L1"
"CLEC10A_S100A8"
"S100A8_ZNF581"
"AAMP_S100A8"
"PDCD5_S100A8"
"NDUFS4_S100A8"
"DNASE2_S100A8"
"MAGOH_S100A8"
"S100A8_ZNF511"
"NDUFC1_S100A8"
"MVP_S100A8"
"CHURC1_S100A8"
"ORMDL1_S100A8"
"S100A8_TSPAN14"
"FRG1_S100A8"
"COMMD3_S100A8"
"PSMF1_S100A8"
"S100A8_ZNF207"
"S100A8_ZNF703"
"ANKRD12_S100A8"
"S100A8_ZNF593"
"NDUFA5_S100A8"
"MS4A4A_S100A8"
"C12orf44_S100A8"
"CIR1_S100A8"
"CNIH4_S100A8"
"ADSS_S100A8"
"S100A8_ZFAND6"
"ARHGEF1_S100A8"
"PDCL3_S100A8"
"NOP56_S100A8"
"AHSA1_S100A8"
"S100A8_TMPO"
"PPP2CA_S100A8"
"DSTN_S100A8"
"MAGED2_S100A8"
"OLA1_S100A8"
"EAF2_S100A8"
"CSNK1D_S100A8"
"C1orf123_S100A8"
"PPM1F_S100A8"
"S100A8_SPOP"
"PAK1_S100A8"
"NOL12_S100A8"
"ARRB1_S100A8"
"S100A8_ZDHHC1"
"S100A8_TCP1"
"ITGA4_S100A8"
"S100A8_TMEM189"
"S100A8_TRADD"
"ATM_S100A8"
"CCDC57_S100A8"
"S100A8_TPMT"
"RNF139_S100A8"
"PIH1D1_S100A8"
"S100A8_SAP30BP"
"S100A8_TNFAIP8"
"GNG2_S100A8"
"CCDC90B_S100A8"
"CDIPT_S100A8"
"HNRNPH2_S100A8"
"S100A8_TNNI2"
"RBM42_S100A8"
"S100A8_SH2B3"
"S100A8_SPNS1"
"LRP10_S100A8"
"CLEC2B_S100A8"
"MICAL1_S100A8"
"BAG6_S100A8"
"AZIN1_S100A8"
"FGD2_S100A8"
"S100A8_WAC"
"S100A8_VPS72"
"COX19_S100A8"
"REXO2_S100A8"
"FAM162A_S100A8"
"S100A8_ZC3H13"
"MT-CO1_S100A8"
"PPM1N_S100A8"
"IMPDH2_S100A8"
"NDNL2_S100A8"
"CHD9_S100A8"
"CCNG1_S100A8"
"MICU2_S100A8"
"CCDC88C_S100A8"
"ISG15_S100A9"
"S100A9_TUBA1A"
"S100A9_SH3BGRL"
"S100A9_SRSF5"
"FXYD5_S100A9"
"CIRBP_S100A9"
"CALM1_S100A9"
"S100A9_SPI1"
"HMGB1_S100A9"
"PSME1_S100A9"
"S100A9_VAMP8"
"BST2_S100A9"
"S100A9_ZFP36L2"
"S100A9_SF3B5"
"RHOG_S100A9"
"ATP5L_S100A9"
"GLRX_S100A9"
"HLA-E_S100A9"
"S100A9_SOD2"
"CD44_S100A9"
"FGR_S100A9"
"CNPY3_S100A9"
"ATP6V1G1_S100A9"
"C6orf48_S100A9"
"RNH1_S100A9"
"ARL6IP4_S100A9"
"S100A9_SERP1"
"ANAPC16_S100A9"
"CHCHD2_S100A9"
"S100A9_VAMP5"
"PSMB1_S100A9"
"CAPG_S100A9"
"FGL2_S100A9"
"ISCU_S100A9"
"GIMAP4_S100A9"
"PSMB3_S100A9"
"AHNAK_S100A9"
"S100A9_SLC7A7"
"C19orf43_S100A9"
"BLVRA_S100A9"
"EIF3L_S100A9"
"S100A9_SSR2"
"FYB_S100A9"
"S100A9_TPI1"
"NDUFB10_S100A9"
"ICAM3_S100A9"
"EIF3G_S100A9"
"PILRA_S100A9"
"PABPC1_S100A9"
"CLIC1_S100A9"
"S100A9_SDCBP"
"COMMD6_S100A9"
"EIF3D_S100A9"
"MNDA_S100A9"
"COX7A2L_S100A9"
"GUK1_S100A9"
"C9orf16_S100A9"
"EVI2B_S100A9"
"HLA-DQB1_S100A9"
"S100A9_SRGN"
"IFNGR2_S100A9"
"S100A9_SRSF3"
"NDUFS7_S100A9"
"GABARAPL2_S100A9"
"PRDX1_S100A9"
"S100A9_TMBIM6"
"S100A9_SRSF7"
"ATP5F1_S100A9"
"HLA-A_S100A9"
"AGTRAP_S100A9"
"NINJ1_S100A9"
"ATP5J2_S100A9"
"S100A9_UQCRFS1"
"ARPC2_S100A9"
"MYADM_S100A9"
"NDUFS5_S100A9"
"GIMAP1_S100A9"
"RAP1B_S100A9"
"S100A9_STX11"
"RNF7_S100A9"
"OAS1_S100A9"
"NDUFA1_S100A9"
"OSTF1_S100A9"
"S100A9_SNRPD2"
"HNRNPK_S100A9"
"PRDX6_S100A9"
"MIR24-2_S100A9"
"S100A9_TMEM258"
"AURKAIP1_S100A9"
"FCGR2A_S100A9"
"ANAPC11_S100A9"
"LAMTOR5_S100A9"
"EIF3M_S100A9"
"NDUFS6_S100A9"
"ENY2_S100A9"
"CHMP2A_S100A9"
"RAB5C_S100A9"
"S100A9_SMCO4"
"S100A9_TMEM205"
"BTF3_S100A9"
"NDUFA2_S100A9"
"FLNA_S100A9"
"RHOB_S100A9"
"S100A9_SEPT9"
"CUTA_S100A9"
"MRPL23_S100A9"
"S100A9_SRSF2"
"RABAC1_S100A9"
"RBM8A_S100A9"
"NPC2_S100A9"
"S100A9_TIMM13"
"S100A9_YPEL5"
"HNRNPC_S100A9"
"ARHGDIA_S100A9"
"PLSCR1_S100A9"
"CD55_S100A9"
"MRPL20_S100A9"
"MSRB1_S100A9"
"GPBAR1_S100A9"
"S100A9_ST13"
"EIF3E_S100A9"
"S100A9_SELT"
"RNF181_S100A9"
"PSMB6_S100A9"
"S100A9_SDHB"
"S100A9_TRMT112"
"CHMP4B_S100A9"
"PSMD4_S100A9"
"S100A9_YWHAH"
"C19orf10_S100A9"
"BTG2_S100A9"
"EIF6_S100A9"
"ATP5J_S100A9"
"EIF2S2_S100A9"
"S100A9_ZFAND5"
"NDUFC2_S100A9"
"S100A9_VPS29"
"GRB2_S100A9"
"LSM6_S100A9"
"C1orf43_S100A9"
"IFI35_S100A9"
"LAPTM4A_S100A9"
"GADD45GIP1_S100A9"
"CTSA_S100A9"
"IDH3G_S100A9"
"PDIA6_S100A9"
"ERH_S100A9"
"COX17_S100A9"
"OXA1L_S100A9"
"DNAJA1_S100A9"
"ACTR2_S100A9"
"S100A9_SNX2"
"S100A9_SHKBP1"
"S100A9_TMEM176B"
"LSM4_S100A9"
"S100A9_TOMM22"
"S100A9_TAPBP"
"PHPT1_S100A9"
"HLA-B_S100A9"
"POLR2J_S100A9"
"C7orf73_S100A9"
"POLR2G_S100A9"
"EIF5_S100A9"
"S100A9_TUBB"
"ATP6AP2_S100A9"
"MT-ND3_S100A9"
"S100A9_WAS"
"MPP1_S100A9"
"CDC37_S100A9"
"HNRNPA3_S100A9"
"HMOX1_S100A9"
"CYCS_S100A9"
"DYNLRB1_S100A9"
"S100A9_SYNGR2"
"H2AFJ_S100A9"
"CAMLG_S100A9"
"EIF4G2_S100A9"
"C19orf70_S100A9"
"IFI27L2_S100A9"
"ARL4A_S100A9"
"ACAA1_S100A9"
"PSMD9_S100A9"
"CCDC109B_S100A9"
"AKR1A1_S100A9"
"EIF1B_S100A9"
"CHMP5_S100A9"
"ERGIC3_S100A9"
"RTFDC1_S100A9"
"S100A9_SSR3"
"S100A9_TRA2B"
"MRPL51_S100A9"
"ERP44_S100A9"
"NUTF2_S100A9"
"S100A9_TMEM14C"
"MZT2B_S100A9"
"PSMA2.1_S100A9"
"ECH1_S100A9"
"S100A9_TMEM50A"
"S100A9_SERPINB6"
"PSMA5_S100A9"
"NDUFB4_S100A9"
"PSMA1_S100A9"
"GADD45B_S100A9"
"KDELR2_S100A9"
"MPG_S100A9"
"ARPC1A_S100A9"
"MYH9_S100A9"
"MBNL1_S100A9"
"FCGR1A_S100A9"
"S100A9_YWHAE"
"S100A9_TNFRSF14"
"CORO1B_S100A9"
"POLR2F_S100A9"
"S100A9_UBE2F"
"S100A9_ZMAT2"
"HADHA_S100A9"
"ATPIF1_S100A9"
"S100A9_VMP1"
"CFLAR_S100A9"
"PPP1R7_S100A9"
"ADAR_S100A9"
"S100A9_STUB1"
"ATOX1_S100A9"
"NOL7_S100A9"
"DNAJC8_S100A9"
"MYD88_S100A9"
"FUS_S100A9"
"MTHFS_S100A9"
"S100A9_TRAPPC2L"
"PFDN5_S100A9"
"CBR1_S100A9"
"APH1A_S100A9"
"RAB24_S100A9"
"DECR1_S100A9"
"PLEKHO1_S100A9"
"NUDC_S100A9"
"CD1D_S100A9"
"C19orf24_S100A9"
"S100A9_STK17B"
"MRPL55_S100A9"
"S100A9_SRP9"
"NSA2_S100A9"
"CAST_S100A9"
"S100A9_TXNDC12"
"S100A9_TMEM160"
"EMC7_S100A9"
"ETFB_S100A9"
"CARS2_S100A9"
"S100A9_TNFAIP2"
"NANS_S100A9"
"S100A9_SLC16A3"
"MRPL18_S100A9"
"S100A9_SH3BP1"
"RNPEP_S100A9"
"CLNS1A_S100A9"
"HSP90B1_S100A9"
"MRPL43_S100A9"
"ILF2_S100A9"
"PRDX3_S100A9"
"S100A9_TCIRG1"
"CD47_S100A9"
"EMC4_S100A9"
"RPN1_S100A9"
"MRPL52_S100A9"
"PHF5A_S100A9"
"HAX1_S100A9"
"RSL24D1_S100A9"
"EVI2A_S100A9"
"MED28_S100A9"
"JOSD2_S100A9"
"NDUFA7.1_S100A9"
"NAMPT_S100A9"
"AUP1_S100A9"
"CCT3_S100A9"
"NOTCH2NL_S100A9"
"S100A9_TIMM17B"
"S100A9_SDHC"
"MAP2K3_S100A9"
"CCT8_S100A9"
"BTK_S100A9"
"RTN3_S100A9"
"S100A9_S1PR4"
"MIEN1_S100A9"
"S100A9_TAPSAR1"
"NDUFS2_S100A9"
"NUCB1_S100A9"
"S100A9_UBE2J1"
"EIF5A_S100A9"
"S100A9_SH3GLB1"
"MTMR14_S100A9"
"DNAJC15_S100A9"
"S100A9_SF3B14"
"PMVK_S100A9"
"COMMD7_S100A9"
"POLR2E_S100A9"
"C7orf50_S100A9"
"S100A9_SON"
"S100A9_SEPT7"
"POMP_S100A9"
"IK_S100A9"
"PIN1_S100A9"
"S100A9_TMEM256"
"H3F3B_S100A9"
"CDK2AP2_S100A9"
"PSMC3_S100A9"
"S100A9_TXNL4A"
"S100A9_YWHAQ"
"COPS5_S100A9"
"COPZ1_S100A9"
"CBX3_S100A9"
"S100A9_TEX264"
"NDUFA6_S100A9"
"MTIF3_S100A9"
"PKN1_S100A9"
"CD300LF_S100A9"
"GNAI3_S100A9"
"CCDC115_S100A9"
"PAPOLA_S100A9"
"ANXA4_S100A9"
"ADRM1_S100A9"
"AGPAT2_S100A9"
"PUF60_S100A9"
"OTUB1_S100A9"
"S100A9_ZC3H15"
"FBXW5_S100A9"
"CD300C_S100A9"
"NRG1_S100A9"
"EZR_S100A9"
"RPN2_S100A9"
"HIST1H2AC_S100A9"
"NT5C_S100A9"
"APBB1IP_S100A9"
"CAMK1_S100A9"
"LINC00152_S100A9"
"PRKCB_S100A9"
"S100A9_TAF7"
"ODC1_S100A9"
"ITGB2-AS1_S100A9"
"ATP2B1_S100A9"
"ACTR1A_S100A9"
"CATSPER1_S100A9"
"PDCD5_S100A9"
"MTSS1_S100A9"
"DNASE2_S100A9"
"S100A9_SH3BP2"
"MEA1_S100A9"
"CHURC1_S100A9"
"FXR1_S100A9"
"COMMD3_S100A9"
"RABGAP1L_S100A9"
"S100A9_ZNF207"
"MGST1_S100A9"
"PSMA3_S100A9"
"NDUFA5_S100A9"
"MS4A4A_S100A9"
"LILRA2_S100A9"
"EMR2_S100A9"
"ANAPC15_S100A9"
"ADSS_S100A9"
"C18orf32_S100A9"
"RAB18_S100A9"
"FLI1_S100A9"
"LAGE3_S100A9"
"C19orf59_S100A9"
"DSTN_S100A9"
"MAGED2_S100A9"
"LYRM4_S100A9"
"HAGH_S100A9"
"ROCK1_S100A9"
"EAF2_S100A9"
"CDIP1_S100A9"
"MED11_S100A9"
"PAK1_S100A9"
"ARRB1_S100A9"
"S100A9_UCHL3"
"DPY30_S100A9"
"ESD_S100A9"
"RNF139_S100A9"
"CDIPT_S100A9"
"DDAH2_S100A9"
"CNPPD1_S100A9"
"KLF13_S100A9"
"LRP10_S100A9"
"PLEKHB2_S100A9"
"CLEC2B_S100A9"
"BAG6_S100A9"
"AZIN1_S100A9"
"BATF3_S100A9"
"S100A9_SLBP"
"MRPL9_S100A9"
"S100A9_SECTM1"
"S100A9_VPS72"
"PARP12_S100A9"
"MPV17_S100A9"
"RNF144B_S100A9"
"G3BP2_S100A9"
"PDHA1_S100A9"
"REXO2_S100A9"
"S100A9_ZC3H13"
"MT-CO1_S100A9"
"PHF19_S100A9"
"PPM1N_S100A9"
"RRAGC_S100A9"
"MICU2_S100A9"
"CD52_FCGR3A"
"FCGR3A_IFI6"
"FCGR3A_JUNB"
"FCGR3A_TAGLN2"
"FCGR3A_KLF6"
"FCGR3A_TUBA1A"
"FCGR3A_TNFSF13B"
"FCGR3A_SH3BGRL"
"FCGR3A_FOSB"
"FCGR3A_VIM"
"FCGR3A_RGS10"
"FCGR3A_H2AFY"
"CIRBP_FCGR3A"
"FCGR3A_SPI1"
"FCGR3A_SUMO2"
"CDA_FCGR3A"
"FCGR3A_RHOA"
"FCGR3A_GMFG"
"FCGR3A_HCST"
"FCGR3A_ZFP36L2"
"FCGR3A_SF3B5"
"FCGR3A_HIGD2A"
"FCGR3A_MT-CO2"
"FCGR3A_PRELID1"
"FAM26F_FCGR3A"
"BRK1_FCGR3A"
"FCGR3A_TMEM66"
"CAP1_FCGR3A"
"FCGR3A_UBXN1"
"FCGR3A_UBE2D3"
"FCGR3A_SOD2"
"FCGR3A_GSTK1"
"FCGR3A_HLA-DRA"
"FCGR3A_H3F3A"
"FCGR3A_POLR2L"
"FCGR3A_UBE2L6"
"ATP6V1G1_FCGR3A"
"FCGR3A_NUP214"
"C6orf48_FCGR3A"
"FCGR3A_PPIB"
"ARL6IP4_FCGR3A"
"ATP6V1F_FCGR3A"
"AP2S1_FCGR3A"
"FCGR3A_PSMB8"
"EDF1_FCGR3A"
"COPE_FCGR3A"
"FCGR3A_PRDX5"
"FCGR3A_WDR83OS"
"FCGR3A_VPS28"
"CD74_FCGR3A"
"FCGR3A_HLA-DQA1"
"FCGR3A_VAMP5"
"FCGR3A_MT-ND2"
"COX4I1_FCGR3A"
"CORO1A_FCGR3A"
"FCGR3A_FGL2"
"FCGR3A_ISCU"
"FCGR3A_SLC7A7"
"FCGR3A_SAMHD1"
"FCGR3A_SEC11A"
"FCGR3A_U2AF1"
"FCGR3A_HCLS1"
"FCGR3A_FYB"
"DYNLL1_FCGR3A"
"FCGR3A_TPI1"
"FCGR3A_NDUFB10"
"FCGR3A_ICAM3"
"EIF3G_FCGR3A"
"FCGR3A_SDCBP"
"ARL6IP5_FCGR3A"
"FCGR3A_LCP1"
"FCGR3A_PLBD1"
"CHMP4A_FCGR3A"
"FCGR3A_RBP7"
"FCGR3A_MNDA"
"FCGR3A_PLP2"
"FCGR3A_PRR13"
"FCGR3A_KLF4"
"ARF5_FCGR3A"
"C9orf16_FCGR3A"
"C19orf53_FCGR3A"
"FCGR3A_LGALS9"
"FCGR3A_TRAPPC1"
"FCGR3A_SRSF3"
"FCGR3A_RAC1"
"ALDOA_FCGR3A"
"FCGR3A_GDI2"
"FCGR3A_GABARAPL2"
"FCGR3A_LILRA5"
"CTSZ_FCGR3A"
"COX7A2_FCGR3A"
"FCGR3A_TMBIM6"
"FCGR3A_SRSF7"
"ATP5F1_FCGR3A"
"CSNK2B_FCGR3A"
"FCGR3A_GABARAP"
"ATP5A1_FCGR3A"
"ATP5J2_FCGR3A"
"FCGR3A_UQCRFS1"
"ARPC2_FCGR3A"
"FCGR3A_SRSF9"
"FCGR3A_MYADM"
"FCGR3A_PSMB7"
"FCGR3A_NDUFS5"
"FCGR3A_SCAND1"
"ATP5I_FCGR3A"
"C19orf38_FCGR3A"
"DBI_FCGR3A"
"COX6C_FCGR3A"
"FCGR3A_OAS1"
"FCGR3A_NDUFA1"
"FCGR3A_PTPRC"
"FCGR3A_HNRNPK"
"FCGR3A_MIR24-2"
"ARPC4_FCGR3A"
"CHMP1B_FCGR3A"
"FCGR3A_MAFB"
"FCGR2A_FCGR3A"
"ANAPC11_FCGR3A"
"FCGR3A_LAMTOR5"
"ACTR3_FCGR3A"
"FCGR3A_OAZ2"
"EIF4A2_FCGR3A"
"FCGR3A_NAPRT1"
"ATP5G2_FCGR3A"
"FCGR3A_NDUFA2"
"CDKN2D_FCGR3A"
"FCGR3A_MPEG1"
"FCGR3A_SEPT9"
"FCGR3A_MRPL23"
"FCGR3A_NCOA4"
"FCGR3A_RABAC1"
"FCGR3A_RBM8A"
"DBNL_FCGR3A"
"AP2M1_FCGR3A"
"CYBB_FCGR3A"
"FCGR3A_TIMM13"
"FCGR3A_LTA4H"
"FCGR3A_PGAM1"
"FCGR3A_UQCRC1"
"ARHGDIA_FCGR3A"
"FCGR3A_PPT1"
"FCGR3A_HLA-DMB"
"CD55_FCGR3A"
"FCGR3A_MSRB1"
"FCGR3A_GPBAR1"
"EIF3E_FCGR3A"
"FCGR3A_SELT"
"C20orf27_FCGR3A"
"FCGR3A_FERMT3"
"FCGR3A_PSMB6"
"FCGR3A_SDHB"
"FCGR3A_PSMD4"
"FCGR3A_TMBIM4.1"
"BTG2_FCGR3A"
"FCGR3A_MARCKSL1"
"FCGR3A_SLC11A1"
"FCGR3A_RAB8A"
"FCGR3A_GLUL"
"EIF2S2_FCGR3A"
"FCGR3A_NDUFC2"
"FCGR3A_GRB2"
"FCGR3A_LSM6"
"CCDC12_FCGR3A"
"FCGR3A_LAP3"
"FCGR3A_IFI35"
"FCGR3A_XRCC6"
"FCGR3A_PGD"
"FCGR3A_SUB1"
"ABRACL_FCGR3A"
"COX17_FCGR3A"
"FCGR3A_OXA1L"
"CSK_FCGR3A"
"DNAJA1_FCGR3A"
"FCGR3A_TRAF3IP3"
"FCGR3A_FIBP"
"FCGR3A_MYL6"
"FCGR3A_SNX2"
"FCGR3A_ICAM2"
"FCGR3A_MINOS1"
"DPP7_FCGR3A"
"FCGR3A_POLR2J"
"C7orf73_FCGR3A"
"DCTN3_FCGR3A"
"EIF5_FCGR3A"
"FCGR3A_SIVA1"
"FCGR3A_TUBB"
"FAM96B_FCGR3A"
"FCGR3A_LSM10"
"FCGR3A_WAS"
"FCGR3A_M6PR"
"FCGR3A_HMOX1"
"CYCS_FCGR3A"
"FCGR3A_RNASEH2C"
"FCGR3A_PCMT1"
"FCGR3A_SYNGR2"
"EIF4G2_FCGR3A"
"C19orf70_FCGR3A"
"ACAA1_FCGR3A"
"FCGR3A_P4HB"
"FCGR3A_PSMD9"
"CCDC109B_FCGR3A"
"AKR1A1_FCGR3A"
"EIF1B_FCGR3A"
"FCGR3A_TWF2"
"FCGR3A_RTFDC1"
"FCGR3A_MOB1A"
"FCGR3A_TBCA"
"FCGR3A_SSR3"
"ANXA11_FCGR3A"
"FCGR3A_TRA2B"
"ERP44_FCGR3A"
"FCGR3A_NUTF2"
"FCGR3A_NCL"
"FCGR3A_HNRNPM"
"FCGR3A_TMEM50A"
"FCGR3A_SERPINB6"
"EIF3I_FCGR3A"
"FCGR3A_NDUFB4"
"FCGR3A_PSMA1"
"FCGR3A_SSB"
"CALR_FCGR3A"
"FCGR1A_FCGR3A"
"FCGR3A_RBCK1"
"FCGR3A_YWHAE"
"FCGR3A_VDAC1"
"FCGR3A_MIR142"
"FCGR3A_TNFRSF14"
"CORO1B_FCGR3A"
"FCGR3A_POLR2F"
"FCGR3A_UBE2F"
"FCGR3A_ZMAT2"
"FCGR3A_HADHA"
"FCGR3A_PTPN18"
"FCGR3A_PPP1R7"
"ADAR_FCGR3A"
"FCGR3A_FUS"
"FCGR3A_GIMAP2"
"FCGR3A_PFDN5"
"CBR1_FCGR3A"
"FCGR3A_LRPAP1"
"FCGR3A_UNC93B1"
"DECR1_FCGR3A"
"BAZ1A_FCGR3A"
"DUT_FCGR3A"
"C19orf60_FCGR3A"
"FCGR3A_PNISR"
"FCGR3A_UBA52"
"FCGR3A_SRP9"
"FCGR3A_TXNDC12"
"FCGR3A_TMEM160"
"FCGR3A_ID1"
"EMC7_FCGR3A"
"ETFB_FCGR3A"
"FCGR3A_MRP63"
"FCGR3A_MRPL18"
"FCGR3A_MT-ND1"
"FCGR3A_TCIRG1"
"CD47_FCGR3A"
"EMC4_FCGR3A"
"FCGR3A_KARS"
"FCGR3A_TMEM9B"
"FCGR3A_MED28"
"FCGR3A_NAMPT"
"CD300A_FCGR3A"
"FCGR3A_MAP2K3"
"FCGR3A_SUCLG1"
"CMPK1_FCGR3A"
"DNAJC15_FCGR3A"
"COMMD7_FCGR3A"
"CELF2_FCGR3A"
"FCGR3A_SON"
"FCGR3A_SEPT7"
"CECR1_FCGR3A"
"CDK2AP2_FCGR3A"
"FCGR3A_SHFM1"
"FCGR3A_PSMC3"
"COPZ1_FCGR3A"
"CBX3_FCGR3A"
"FCGR3A_HNRNPU"
"FCGR3A_SNX5"
"FCGR3A_SNAP29"
"CD300LF_FCGR3A"
"FCGR3A_GNAI3"
"FAU_FCGR3A"
"ANXA4_FCGR3A"
"FCGR3A_TBC1D10C"
"FCGR3A_PCGF5"
